6a6bb6a8378aee900dbc832189483535_0_3 8,7,14,3,29,31
ca0efbb9c05ca19095086313126055fe_0_0 11,8,3,16,20
966027c019b0de95811a52364b3785dd_0_4 3,29,8
1aad9cc9282de0b51dd5175d2a4ef408_0_0 20,8,11
76ae91dbffdc684a13ee7a68e4999972_0_5 8,29,5,23
919964e4de7dbde6559e00293c4e5ffc_0_5 18,6,8
eae0b95a9757932d0412fb587084ff05_0_42 18,8,15,20,11
2116caecc531580b2db7a8c066233c74_0_10 29,8,7,18
e8e5af1dd05b409df22c05733393361c_0_2 9,25,26,0
78731d724ab0145684818d31b5dfe6b8_0_0 8,20,22,3,16,29,11,31,18,14
5c8a59104042736c9be522ea73bf4023_0_5 14,18,8,29
fe3649f602f371d76660b5cb7219c3d0_0_5 3,29,14,31
081339747acc49f1e7c4531554bbf21b_0_3 16,4,27,3,7
c2c7d71261cc9a9e5f30fb153eb6a361_0_0 8,16,14,31,3
d0e16da20ac33c9cc4c61e48e9adb89c_0_1 8,29,9
6a6bb6a8378aee900dbc832189483535_0_4 3,7,14,31,16
b320a0b9137d2e9a278e542a9b935370_0_3 14,31,18,8
dfc2cb00aef02b6b5ed991dc0557c1bb_0_10 29,3,16
c4529a3c5c2056568feaa8d7686e8543_0_6 16,14,3
a3a1716670eed997ebf45839f6f77693_0_0 9,0,25
5c19e9f7e24add306e6c1eeae3f7b3c8_0_155 8,7,3,20,16,11
8d9556121cdbe5b14feea3fa3703afed_0_5 0,9,26,25,11
6a6e0dd2a3727ed2d42eb8b252ec781f_0_0 16,3,7,14
93b547ad06239fa0ec808bfd1b43f394_0_0 8,29
30fa73b16164107206162bc64042169c_0_206 18,11,22,20,8,29
425c8417e6854ed9395230db55e036ee_0_0 9,20,11,8,22
41f038b702263f257a54c1daf36b1d43_0_0 21,3,18,2,8,7,29
20826476d772610eade6cb34ce8e4dc0_0_0 16,3
d93c5c6521c5681576328d637dee8613_0_68 8,18
17175216a60674f8920117f9bce0ce32_0_0 9,25
01fc04e2c44aba9e491fd7a5e8fdba71_0_1 9,30
e853e32a0501f7531c304b9819c0a8ee_0_30 29,8
992fb143e86c87b404173f9b431292e3_0_9 7,29,3
0ea13138c68531754cdb059bf3fb1ba8_0_2 8,18,29,30
6bd06caa849ffc1ca1e61bd333e19b5a_0_19 26,0,25
1bdba628dba29dfd3fc371c292d21226_0_0 16,8,11,3,20,22
63820495873719115ed4f868ba5b2424_0_0 9,0,26
becc2a4ed20dc2a9bfe41ba40bbf0c84_0_0 8,9
817824f87d24946ab2121d080f3f5865_0_4 20,11,3,16,18,8
5f8cc852e0e98266860ee4ba92767e5b_0_11 11,8,20,18
dfc85f7ab503c795df48cc3870481928_0_0 9
1cf8e0ef2db4c90886cff21d48fd14e3_0_3 29,3,9
d9f6a6b13e24a669974c1a81367d09df_2_3 2,3,21,29,8,16,7
b181ae234fcfe724e64049ffb3d34031_0_5 20,3,11
0320272d1b3c30e2d9f897ff917cef15_0_0 16,9,18,29,3,8
66f1d743a680da954deabf944658682a_0_1 7,3,16
76bdb44f576886d47fa535b484f7c5b8_0_52 11,20,22,8
c6dcc0251d47f2d74e070d90666e04fc_0_1 16,3
85e1e22596e878b72eb5574ea4951dc8_0_0 8,18
4f5e89dbd65e4c32576a1b571d7f5278_0_14 9,25
c8547d01494e987485d1da9781ae6ad2_0_4 3,27,18,8,7,29
27ed982eae26c1f20fb16a140fc47b0b_0_244 8,2,21,18,30
b757a6a4cc830a39d45a78aa34eeee7c_0_0 29,7,31,8,14,3
0431300ce083ad1659519a5a8c39867a_0_0 9,30,1,26,8,0
41707393feceea28d541d4e85ff23b0d_0_2 29,7,8,22,3,20,18,11
19b2693d5578d3e33fb82ab3dc5e0769_0_0 29,8
829e65cc60ba7fd023e04e1cb5633118_0_1 9,17,0,26
4769fd2bf971e53b26eea7d25c9a43cd_0_11 17,25,0,9
587628f510953add2b81a84b50dd767d_0_13 9,1,28,0,8,25,30
ba82ac2481be7e0de8c1ee901ee02b24_0_0 29,3
42a9203ac9b63e47b6f9f4dfe7fbcaa4_0_2 29,31,14,8
586900ca17094a95fb55c2a2c4cdf96e_0_0 9
f61864bd09a8199952714df98d82185c_0_2 8,31,29,14
47fb03e75299840f83598ead7b1347db_0_0 29,7,3
760a2b590848ff7edfd1602a1849c853_0_24 8,18
ecb332e81a5e95f3b689bb212d1a7c95_0_48 8,3,11,18,29,22,20
bfeeedfbfc64b63c3ab184b0dfb12ed2_0_3 3,16
d20d275e46869aa9f2d7136a0d53e746_0_13 8,29,14,31
5977863aadc861d11cdb85b1dfbfcc5f_0_6 29,18,20,11,8
d6ee71c2bad069474a0833ac9fc57a13_0_0 31,11,8,22,20,18,14
88d9226493afb1bc36075be77080bb1f_0_3 29,8,18
c8785a7b811eca8445bfa97e3ced61ed_0_3 29,8,31,14
8a286bccbfb99b67d02ebe3c94c5644c_0_73 20,8,5,22,11,15,18
322032bcc0d6f5da7afca28d7c9c7678_0_0 3,31,20,7,11,14,29,8,22
d4e0206ebc649a04669d5dd3f2fc49a7_0_2 16,20,3,11,8
1f7190492b81a82b8ac7fe84835c7f00_0_1 3,8,29
6f3cfa0808f592a562e4f633c9acdffc_0_3 8,29,31,14
21baa52fb44a4564c5b579c3cb6fb12e_0_7 29,21,3,8,14,2,18
ff5655be9911fe5287a73a6d8aa5cbc7_0_0 7,3,31,29,14
b9547979b43578fbbf7a0d4ef1927bb0_0_60 9
61c87c7f5af441da026d228881c16e50_0_3 26,18,8,30,1
6eca6490899f39a8337215de20027318_0_0 29,3,18,8
ccad6b8da64cf07bae0503fa7b2607b1_0_0 8,14,3,31,7,29
3a72b9a93b2406c2fe4acc5e7dc8a7a9_0_1 20,11,8,7,18,3,30,29,16
f835918e43e60a9ac461bcf6903dc0f3_0_3 16,11,18,3,22,8,20
5305ab39ecd3d419a33030408e48d541_0_2 22,20,8,11
4dcbde55d725236f245a53a830339c97_0_0 3,7,16
0ea88afc2c09ffa30ae68469ce26a7ef_0_1 31,18,29,8,14,3
8b5f49cfadd512ec4188ff28758a799d_0_7 31,14,8,29
53283a4f2cc5c8bf4d2a24e71a84f477_0_18 1,8,2,26,21,30
1f5967fae8fd078f34fdf11a8a683b39_0_1 28,0,9,26
86e83f19d73b9108545a3845332227e7_0_358 9,11,22,20,15,18,8
c3df02bc5396b5258b8a68eb3da147fd_0_8 3,16
7e704a410d15362c97f1e7db1b3b6bf8_0_5 8,20,22,11
1a5d786a0a3846850a3803b1a50d6925_0_5 9,26,0
f5c9460ea0135dadf415fc017a18c607_0_10 29,14,8,31
a66d08040f4947d748d552bdf6ce6447_0_4 18,30,1,8,9
80f9e9aa149cd213d2d9558da234fc84_0_3 3,29
76961d9ed55d2b80cce0d2067f9f4346_0_6 22,11,20,18,8,30
81f49217d8a95ce44a5c8db67ce7adec_0_0 3,22,29,9
075e20b4f97c42ce8b2d1117d7792101_0_31 1,0,30,8
0b4dabfd161ee31dc2e73df0fca15c47_0_2 16,3
75ccfd03d50735e41f28cbc90325eb88_0_0 20,11
4a16a44ba0395e1dbbc6c8bdbf3e6121_1_0 20,11,22,8
f3c8af39d8ea981fb7d13500b302f7de_0_41 30,9,0,18,25,8
af067c20244bb84c31d02e8e63dd8474_0_0 16,3
680d44e74c982cd1a5f9a4bc58cb2efa_0_84 26,9,0
78faf58770834b586b10330c2c16473f_1_4 16,3
08424b1ee0352fc3321130d97af53f6e_0_1 20,8,3,29,11,16
b7018fd12c535cef5f5b6ff9edf24c04_0_1 7,29,8,3
55a802063be6d2ad46712a6347955852_0_0 22,8,18
00f87ab31b02f20178b7057018c9061c_0_0 16,3
1364ba27987a1e6a034cd651d5703539_0_184 8,11,20,30
6bdb1662e07792bf56835369caea8067_0_0 8,29,3,16,18
2ed3f24566660afe07943664313f4a68_0_3 11,8,20
6c7af32af72b57a8c461bab0850b3f93_0_37 8,29,14,31
232d377361a12389b482cc3e0aafb76e_0_11 7,3,29,18,8
9b37418fd23bbdd4b8f5422095a224cf_1_7 9,22
5927fa836eee54275e7cc2706f21f47e_0_0 3,29
dc61cd22ae2fe9a62ad6e1eebad70d06_0_0 18,8,1,30
b35a1f929390eeeb34070957b09a24bf_0_3 22,12,20,11,18,23,8,9
6add1ccb01aa7bc924bbb398064744ca_0_5 8,18
265f9861eaa4e0632b4c0676a3fb083c_0_36 9,11,8,20
e7ec62e80189fff41483c03d02f82409_0_1 16,3
8b5f49cfadd512ec4188ff28758a799d_0_15 3,16,14,31
f156606cfd909f3953a6877c769a6d23_0_6 9,25
b1c67a5771fd5dc4b97f2287495f4f98_0_0 8,5,30,18
163f3bea0561109300bb5534f1d93cfc_0_25 10,18,8,3,16
09e63220dc34f5ac5c2efcd4938efa03_0_0 21,3,2,7,18,29,8
8d576ddbed841ed80a172ffd9734654d_0_2 16,31,14,3
28dfe8f9c5dde28c792aeb137cda6883_0_8 3,8,18,20,11,15,16
e08ff9a741f76fb50b2466b972864bc0_0_15 9,30
399845110c88051d315fdcfef8b20667_0_73 3,29
7cb1b287911478cc6c49af311011bbd6_0_7 9
cc21882ccd9e897795b89ec44ed7ee05_0_0 9
fcf019e853daee7187ce458abfc2ec44_0_0 3,29,8
b154adec3a08fb363cfde87fd4880c8e_0_8 9
cee5d072468d13ce46f70130c137efd0_0_7 14,8,4,31,27,29
f0ee88c1bcf526e5705c6d948bf9bfb5_0_30 31,3,8,14,29
e03498e53f14480265af7bbe6ba3ad3b_0_8 16,3
247d0dc34e1d0cd54add57212cc938a0_0_0 11,22,18,8,20
b8d6f0c97119b93b4b3702da790f89c2_0_12 18,8,21,29,31,2
ac84d42cddc4341e77230be3b4de6bf8_0_4 20,8,11,18,15
260973c67a4836a2935732b6020a6e24_0_36 11,9,20
8afaa52f9ed636f9b5d605f3ac0d9fb0_0_71 3,29
1339ad22b331069ae9b57a4389b531b5_0_0 14,29,31,3
4444b393c0b4c7db91bbc31d9760ffa0_0_0 11,20,18,8,22,3,16
1ca5dd20f1a8e7f9a92a6a01e5e9ae76_0_26 16,3,11,20
ab9cf546e3649d4d6a2603328cf4d99e_0_1 8,18,20,11
5afee7437dd2370dc42fca5722ce43fc_0_4 8,2,21,20,31,11,3,29,18,14,22
de9a07b86d9f445acd084ea23ac5df70_0_40 25,0
e970962fa88f4b6bf607b82d404e4244_0_1 9
a94797cd9e6d64cf462c5f3b02840714_0_0 29,30,9,3
210d503ddfa5054800f0cf9de790b30e_0_0 16,22,29,20,3,11,8
7e3fe1a492649468f6dee400704eb274_0_1 18,8,30
d4a2836b1532b74dab43a73a6bba4644_0_0 16,3
26704063c994d3986787753d7179a93b_0_0 18,3,8,11,20,16
b65495f983c4dc1921ee3e6f50ae2ee8_0_43 8,7,14,29,3
97c88fa1f375c21577e55ad38f032e29_0_30 29,8
880ec58b5740c29d5c70b95723283f0d_0_111 8,30
2c1eebc527429811904e640af586fa09_0_0 9
152d191ab440761e0365c3ce5691a40b_0_12 8,22
83c7df1b85b89f33b8886d4c83d9519d_0_20 30,8
9e4f1adbd8bd2ad256edf99a56d05c19_0_0 8,18,29,3
033d590c72079114c8887f10e5db5be5_0_2 16,3
9571f721ae2fe5211b34ea220b82e99e_1_0 21,29,8,7,16,3,18,2
949f0cb869c3de3f928b95cebe2d3ed8_0_5 5,9
673faeb8377fda84a135d84aad33343b_0_9 29,8,11,20
c17397289ac400bc01058904a705d2d8_0_4 21,8,26,1,0,2
c0eeffbee65650024999825333860c37_0_11 29,8,3,5,33
fc5547338277ddcffdcfb308e8e413b9_0_37 30,8,18
1e1e55da6a9f0ece5f86a2f09f85d8df_1_3 
b4541326b8b65a9b22c52fb74a687f00_0_235 14,31,8,18,3,29,11,7,20
d1e585f736589234dd381f5e0b9f7cef_0_27 9,0,26
7c6fc4373787d6607b488107930c3142_0_0 9,26,0
71c7ed4d5a7fadcb8e4ae65066bf3ad7_0_1 9,2,3,21,16
4e0d2f7c0eceaec936b0ed89cb33a297_0_0 8,18,29,11,14,3,22,20,7
74d0cd0bd9c06ae877beb1fd92a57d17_0_1 3,16,9
4badadcd29c402849ada9c2555abb7fd_0_173 3,16,31,14,8,21,29,2,18
0b9ba5b79bac257dd2297449df349873_0_0 18,29,20,3,11,8
ad0860a21cf38e56186bfd2181ecf347_0_2 8,14,31,29
2151bfd2fb6dc1c79d2dd161d54f5d6f_0_15 29,8,9,7
87556988a15fa85d15a78fedb6b31fbf_0_19 8,29,9
0ce2122762334b04cc9a3db887b338bc_0_2 11,8,20,22
63d8826c4b1fc01ff5678a27306fe003_0_5 30,8
7590a02c7112baa339c6533d5caf8cc6_0_0 14,29,31,7,8
034c68c7bf5a84a241df9b98d27b2802_0_5 9,23
c368ee1537cf87584118d0c1f50cc397_0_4 18,10,8,14,31,29,21,2
ec54a064e5e9a8a504c1fb6a1ec24860_0_5 9,5,28,25
60cd848e0ec7a146bc4e85cea0a20e61_0_4 8,18
f090cc155ed427a4b6558ff8ba7b0636_0_10 8,18
d9478e7c29afe0be96ecf8539f08bf03_0_2 22,30,16,18,8,3
514648cb6cf59cdd2ec9b57c4d5dee0a_0_0 31,8,29,14
35d6dbb8531d179fdeb5d1403e6a017f_0_3 8,26,1,18
f7a532fd1d1bc28a76f20126f3c7a09c_0_19 14,8,7,31
41f11e80cc2bd27aae57a0dc0b6d11f3_0_2 9,25
764a9e17047e3af16519b80892c96b70_0_1 25,0,9
a27d935ef978d4181bf5b35483e3028b_0_1 14,16,3,31
b61f21884b1a9164178660a6102bf88c_0_1 29,3
3c2f134f62dd368e30620b4260f0bd62_0_0 3,8,29,18
bb0fa1139330b8c7f35d89b6f7d702be_0_8 16,29,3,11,8,20
6fb00b7dabfabbc19d46e1f1bdd25e8d_0_0 31,22,29,20,3,8,14,11
2ac2a614bb98e22efb504ea1bcb89fc1_0_0 8,29
5b12c6fd3296189ddb7472f47ff5bf9f_0_0 8,7,29,31,14
15768c5403663b2a7aad758e3b9ff79b_0_5 10,7,2,16,21,3,8
2ec73a5486e3686a2809ecd8521f8a09_0_1 30,8,1
21e4c46250797dba4aac3281a1a303b9_0_0 3,8,14,18,16,29
bb9bdef9b200b6d53d0f0c6750a9da3d_0_0 8,18
0b700a210f3cb4d3020a18956e48cc67_0_3 29,3,8,18
e7fa53464a87fd55383e3fdb8ae2f7eb_0_0 16,3
cd434ca757c1877d7090fe389e4950d3_0_8 3,16
1ff1fa02dfd994b94f3824b1b081fe9d_0_0 26,25,0,9
a59968a6e96f5511e8f1ee52b1d41f66_0_0 18,29,11,20,8
f67ab328f559fccacd70eafca30ddbdf_0_0 29,11,8,6,19,18
29d55ec6f238916760bdee83be42af68_2_1 3,16
43fa1072faadeef075a043097d2d8053_1_0 31,29,8,14
b461338739cfe07795db0446ecb3130b_0_7 3,16
209ed4d996935c07888fa1fb5ea02bbc_1_0 8,14,31,29
291a77bcc0f75ab4a727298472452314_0_0 8,11,20,22
410a44970c681a98a09efb0ce7e0c575_0_0 29,3,8,4,14
ba32dea37f64fe5d8a8d938537dd1523_0_17 9
825597c52d8b570d5c62716cb2e55663_0_4 9,25
1a5d786a0a3846850a3803b1a50d6925_0_11 3,18,14,31,29,8
089afa803acd9df28314a6a5319b3ff1_0_2 21,9,2
8cbcb59da42bf6085a6ec46d63034a8b_0_9 9,8,18
1c9f8e579f780c29de299cf7438e6270_1_4 20,8,30,11
25a53847f32238f2ece19491de31ce7d_0_0 3,29
772af90c5f9218e2f9e380ab0925ad62_0_2 3,7,29
c09d9c805985d857145df5bfd06748a0_0_80 11,22,8,15,20
9cce72ff3b1ef8c8a0370b795a2494d9_0_58 8,11,22,20,9,30
ade750f6785f8c41a527a93d7ff1f419_0_13 4,27,14,18,7,3,31,8,29
4bd3033de29f80ceef799d1dc2b8d376_1_3 22,8,11,16,20,3
45ed9a9e7b5234f6ecd3f48a31f0dfe3_0_8 29,3,7
fc1a3477d59a27d40ba77b1e953fb581_0_5 22,18,8
a8e2e6415350aadc16b921f93d08e434_0_8 0,26,9
fd5687756bc134088744329e193a1c39_0_4 9,25
467f6da5296f73d66fd689a87685d45b_0_0 7,3,14,31,29
feb809446736028dcf478a514ae3e178_0_59 2,21,22,11,8,20,18
c12e47d7b18bc6b6cc29c7c379b817b4_0_1 16,3
43d34ae653e59122dcbdc22b2e8eaa51_0_6 29,8,3,18
f490e3ed2a21946e38adcffc49a5e8ee_0_5 9,0,30,26
3420e35ab5a20a8ec8dd991cc8d92354_0_1 22,10,8
56a3c54f3acd39be6a9ea4bcb50b8aa5_0_18 22,16,11,31,14,8,20,3
9f04760f1d9aa6e430391e81226033b4_0_6 14,29,3
e34d8f16e7ceb99c7893d96e8a29066c_0_4 8,30
332caf8be0b7a013113e558e5f89aae5_0_0 7,3,29
ed695c433c7eb3664f808b65026a6357_0_10 18,31,14,8
efc9eb4c84598a47e92fb5200e11db26_0_5 9
1684bdbe5e3bc430e2a0194460ea2652_0_2 14,18,8,29,0,31,9,26
971f4d2ea60d9a44fe9c7204bfd51bdc_0_1 25,9
3bd067032b1d5219b906d180002ac06f_0_1 27,22,15,6,30,8,20
b38a77a3a6bf9ac5d66b09ecdd24aad3_0_0 11,20
ecbd61c252a75f8d6a00c123e859a364_0_121 8,22
81db6c2e5a7bde8a1813f4ee1d73e3a9_0_1 11,22,20,3,18,29,8
4103e44419c3f9f9f42b4c14a1ea2695_0_0 18,3,8,11,16,20
0f57ebec425deaf99e083b581ff47742_0_1 8,19,6,30
f4008bab36c9b04c0d6bc6a4450e36ab_0_5 9,5
ca13feb3e768bc9d109c1d6dc88d3533_0_2 7,14,31,8,29
69e07a7b668367445bc552f293b7409c_0_5 9
840279ed7e1bc77a223a0cd5672ba233_0_1 9,29,3
22b496b94327157074f0ab99b764252b_0_29 31,29,8,14
101d9712208b70a7a9ad4b260e80015a_0_9 29,8,7
eca2d727ab565684d8c1088ce16cd0e9_0_0 29,3
2d8b7b00f2b865b8c4c59797b36c9bd1_0_12 16,3
b1ac8b65cc3ecad5dbad0be5d91956c9_0_43 14,8,31,29
0b33230ed49b3d8a8ec294f0b8be2741_0_3 17,9
258b668bf3b2ddc388ecd65aa2ab8aee_0_4 2,9,8,0,29,21
2fea75e73f0e1dd15c2446b2a709d018_0_1 3,16,8,11,20,22
08c1894c8d4d7eaaa1ff1b55d709e09e_0_18 25,9
bc6045900732bcaac23f2f2dcf19828e_0_6 17,0,26,9
2f295eddfb764b2e836bd2b9be4490de_0_33 8,30
9c97f968539c18ba06ce8f08d512b4a3_0_2 5,14,8,29
6f86c3134fb1deed7a0ce887cc0180b4_0_0 0,26,13,30,3,9,1,28,8,18,29,22
1591ab47fa3c1f0132daecf0322948df_0_1 8,14,31,29
6a96673c54b7c42c150b74fc58df70c2_0_0 8,3,16,18,7,22
7c82396406f39dad9a02e45aff3a7954_0_7 29,18,31,14,8
bb87daeb8b790b01e01f60814e2d794b_0_8 16,3
0cfc6f2e2f3ddfcd80a28fc6821c150b_0_7 30,27,8,1,26
72e63396d73d2a033da1ec8378de7c86_0_20 29,3
e2ab3115df5ac3963e851e4f645bdab0_0_6 18,8,30
103f9bf00defa9fe253114d7af00ec80_0_4 25,0,9
081339747acc49f1e7c4531554bbf21b_0_1 3,11,20,14,31,7
d96c4d0b5e20a2c17f469a7a8b06279d_0_5 2,29,7,8,18,21
35aa46faf3557cf0c1ab2ed6b73e272e_0_0 1,9,26,21,2
fe76272e2335a9a1bcfadb57b54b9a0e_0_0 15,29,20,11,3,16
0e35576edfd6710c00150a40890a8312_0_19 9,5,32
3018d2f223b913054e1bca0cea9b32af_0_8 8,18
99e69d31501153f324822ccb8234d7ef_0_0 8,16,21,9,18,2
d2216f7e5257b72b1c9a70539cff5fa3_1_10 8,18,22
0a3e1b1899ef6d24d88d44affa0ed864_0_3 2,16,3,21
b208aad94bdc8c93f4d7cbce4f7f45e3_0_1 29,31,14,8,9
3f48570406424fc7b859193a61d803d2_0_26 21,2,3,16
9c71863ec9c5a5af08a145bff3beb0f2_0_1 20,15,11,8,22
9e97fbeca3a8c7fb5aa85b3b687cb98f_0_1 28,9,26,25,13,5,23,21,0,2
d9efdb1fd64dab45268f711eb3f66d8f_0_3 0,10,9,19,25,8,18,6,26,30,29
b6a8179021e1ef0f7faae7d410e81b89_0_4 17,25,9
086348fba92ec9f000283e9c146fd221_0_11 3,1,29,18,7,8
61bee22038b40cd77821422632c6a065_0_2 8,29
894b7a05cf4099abb29b14ccbd34f6e5_0_44 3,16,7
d52ae17b582761d5b51d71530de02954_0_3 8
d75ad9ce25f2e866c4c0e9ae61ebc5ef_0_12 11,22,20,8,23,5
2ca31473494167f2b2bbb417b75773a6_0_13 9
2f3cbd6fdf10cde5fafc03d9dfe1a687_0_3 8,18
e423cbedaf8030d87d65487cb3b147b0_0_3 14,8,3,18,29
f1945c33a5bef0dd958d16b7a2982fe1_1_9 16,3
0ecede35daecd1439cc54463c4355dac_0_11 3,20,16,8,22,11,18
26d7b27bd12b5850b5634f26e082d3d1_0_3 9,28,25,26,0
506a6240e1d1bb5bfc78c186f30f968d_0_1 22,18,7,3,8,29
0e2f0f05f8e9124baf607ac3e28bf46f_1_0 29,8,18
a523ce96e7d5cf64e71dc6d4d47c3977_0_8 9
efeff3d561a2e0c7598889a815ad798a_0_0 10,3,29,18,8,16
e9c5153129a6c2da35422007990bb7e6_0_1 26,29,8,18,11,9,0,20,3
45216cc8b07b074ae2c11588474f88e9_0_1 29,8,10,14
11a56095e95dcd80da0acf8ee18303bb_0_7 16,8,3,29,18
c3860fcef349782f6f8114d449648e30_0_0 0,26,28,9,25
4bea6a88a7a298c1f4f4af4331e4a2e1_0_8 3,18,29,8
b01d59177889da80b6622d892fc12a74_0_0 16,3
62f81f51ff442b5dae4ce42efb9e08d7_0_3 16,14,3,20,29,9,8
d438dbd28b22a2bfd180ae43b1aa95c6_0_3 7,3,29
fbde5783e7d3fdc191d153c3d2929747_0_17 18,8,30
2fbfcb3f9a228efdceb0260695c27cfb_1_3 20,11,18,8
7d348c12be3304ca9bb566420cfe6760_0_8 13,9,28
526b084d5eb547e693bce1a28c187814_0_12 31,7,14,21,29,2,8,3
00a073deec8ea7b7fbfbf7937efa9273_0_4 18,29,8
cf8441681880c666b6e3dccbce688aa1_0_0 10,14,31,8,29,7,3
f2c0d3ce66949ed43e4faaf87cb6bef0_0_7 9
50876dcadaa9f9bba7534f8d2d16dbad_0_7 26,28,0,5,13
6e3786848f2088405184b887f79d1c2b_0_0 8,9,22,20,16,3
4badadcd29c402849ada9c2555abb7fd_0_208 3,22,8,16
fb63c03bab78c2c28f6b63523a2eb9e4_0_6 29,3
8e63a947703ac5929f2ee67b8fa1e472_0_3 9,23
d17b0f883084bcef3ba0c2df21549be4_1_63 29,3,16
4eecf574787b178ee89618929c21a6cf_0_13 26,0,9
e92a6f37b81009685d067e75b52649e8_0_2 11,18,22,20,30,9,8
890ebb8cbba586202eaa28903947721b_0_3 3,8,29,18
2627cd925bf08874019b42ac91db9b10_0_1 14,31,3,29
84c943083a78d8e584fd1dc1d25c633b_0_2 8,18,22,20,11
20ca0cf1dcea568cd920336bd47680d3_0_8 8,31,29,14
594f9d6d126818916388770e2710a7a0_0_14 20,11,8,22
32babe3ac6a2e868c67c86354e892f96_0_209 31,29,3,14,8
30aa6e756743204c08017898b5508610_0_5 25,9,0,26
3b36e9b728b8f6ba09253edc527e5a99_0_7 15,29,18,8,3
96571964ebb2826393ca8bf7ab1a115e_0_4 8,30
7c3e66c649c9936036d50f0edc7ea4dc_0_3 27,18,29,8,31,7,14
4c0631f2ba0600092926792760d5ee4a_0_46 11,8,20,18
7110c1eb9225fd6eb10f43ca4a88098d_0_0 20,11,8
1a282ee18413b860339ad8abedf9305e_0_48 26,0,9
6eca7e3973d7a098dda6acf2766a5ae9_0_4 29,8,9,18,17
741f57da6a0459c2ea0d563a10266faa_1_2 3,18,8,29
f6a9e676610de95dfc4d9f70409700f0_1_2 16,3
79b5f98ddcb093489d0ee083d9142d93_1_1 18,31,8,14
afc2041315482b99ccd4bd57f847e17f_0_96 20,11
c04f93bd4050c501e211812b126ab184_0_20 16,3,8,20,18,14,29,11,31
40b066eb6e04979bac2cb04615a7a436_0_2 9,31,8,29,14
37bd726b7f9a5dae269104941548aaed_0_3 8,30
e025b9344c9a5c89bf6eecbd490e3e0d_0_0 18,22,8,9,15,3,29
73829f97b114311224dcf25fdbbedd05_0_0 18,29,8,20,11
4ae1187936d48916a3ef50f41b45353a_0_0 8,18,20,31,10,6,11,14,29
8210bf8b8518e1fe1f4dfa3480e562a9_0_0 29,3
6921c71e9acd29b3b582d20d07983ff3_0_62 16,8,3
cf29bd764d93ff195b0ca8f8ffde2548_0_7 30,1,3,8
77f6b813607ef400f5d359eb137e2d04_0_2 14,3,31,16
09eed19dadbfbd8105e88463aac72d46_0_3 11,20,8
d902f637bfd13bb4bbdb5c8454ed6b8e_0_4 30,18,8
6a136ea535556247e5d87e4c8269a3ce_0_2 18,20,8,6,11,22,27
0c18a9f27c355cf365efcf3ac5fee681_0_1 27,8,31,4,29,14
5a8a321d7cffd3f123f810520141a47f_0_5 8,18,31,14,3,29
5cdabdd068e774015cef7b01fcc621fa_0_69 29,27,8,6
586dc67a570caa12437f4b77782bcc11_0_0 3,29
9692889b211ec4f5f1f21336c72a75a6_0_9 8,29
fe5e02b085642775e3c07e9203e3d5da_0_8 5,20,8,11
bf33d78137825d73a7aebc9444b057c2_0_18 29,14,8
6d5b267d620ab7c655cbce09eb1bfc29_0_13 3,16
7d61dc0297d1dc8844f8b8f27f0ba5ac_0_0 3,29
472843215730b5d47bd6a24a9b70fc8c_0_0 9,5
ba9fd02b26e05d30c2f7068d811e40f5_0_8 3,16
ced205f7ab935b32dd506405483cfce8_0_31 29,6,27,8,18
68b88a1a985284359f43e0fe9b641978_0_3 29,8,3
14476bdd14ec5791291084c2e479f513_0_0 6,8,27,18
2d1e99ace2b1fe9e3ed39499af44ce98_0_1 11,18,20,3,29,22,8,14
99d80910915468fbec9bd6b32d11f11e_0_0 8,3,2,21,29,7
64cf02a1a304c7b5ab51a750af2679e5_0_1 0,9,26,28
a517558661fae45a2ab492a6e7daebe6_0_3 30,3,16,8,9
cba33d421099ac8e97d93dfda7229930_1_9 8,29
2b155a7e871073275731c0ec107dbaed_0_0 8,20,22,11
7dd4d8e86c0a4885711a5a9effcb95d2_0_4 3,16
639b9bc270b0a5a6bba68b5602e3cc50_0_11 8,3,16
40232279a968d0c1f5e2bbf0b13f9812_1_0 29,3,7
96720abea648cbc7b4ca23769f7cc29e_0_10 14,16,31,29,3
01ef1f8e3b348ea9de3ef874e66edcf4_0_0 9,25
1c1512fb90fdc795b59fa49935cfa778_0_0 11,9,20,22,18,8
c3df02bc5396b5258b8a68eb3da147fd_0_7 3,20,11,16
b7cc377dce93177dacb278ef011174ca_0_39 25,9
02eaa7428a8b8cbb9d221de8f0aebbd0_0_18 22,31,8,29,18,14
e52d2b82cec9e8ece03f68c1b3c044b9_0_5 3,29
e6e03c13ec7ebe85817781b0cbfbda73_0_14 8,18,16,29,3
ed6c1f950790efa3a8f8aa174f586591_1_1 20,11,18,22,8
83209fbf2d62795f9dbd6e4c8facdd48_0_3 20,11
a8c0099e1e287a82195deda6aea7267a_0_1 8,18,29
103f9bf00defa9fe253114d7af00ec80_0_6 2,21,18,8,29
91af5610105ad8538214851b5a0a4a55_0_6 11,27,20
4bea6a88a7a298c1f4f4af4331e4a2e1_0_7 28,0,9,25
c3ee5a23fcab1a84c9a7ba18449a8d97_0_1 9,15,20,11
a604ccc3398dba69cf7ca5d6b481219f_0_0 18,3,8,29
c024c2ffa53f4f9405bd4dad88a43570_0_127 19,6,29,9,8
6846203e4d3913bc4126a5fd313b86c5_0_6 8,18,29
